"itemCode","itemValue"
"7227810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ต้นแขน"
"7227811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ต้นแขน"
"7227812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ต้นแขน"
"7227818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ต้นแขน"
"7227819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ต้นแขน"
"7227820","การประคบด้วยสมุนไพรที่ต้นแขน"
"7227821","การประคบความร้อนที่ต้นแขน"
"7227822","การประคบความเย็นที่ต้นแขน"
"7229","Oth mid forceps operation"
"7231","High forceps op w episioto"
"7239","Oth high forceps operation"
"724","Forceps rotatn of fetal hd"
"7247700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่แขน"
"7247701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่แขน"
"7247713","การบริบาลหญิงหลังคลอดด้วยการนวดที่แขน"
"7247714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่แขน"
"7247810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่แขน"
"7247811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่แขน"
"7247812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่แขน"
"7247818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่แขน"
"7247819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่แขน"
"7247820","การประคบด้วยสมุนไพรที่แขน"
"7247821","การประคบความร้อนที่แขน"
"7247822","การประคบความเย็นที่แขน"
"7251","Part breech ext w forceps"
"7252","Oth part breech extraction"
"7253","Tot breech ext w forceps"
"7254","Oth tot breech ext w forc"
"7257700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ข้อมือ"
"7257701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ข้อมือ"
"7257713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ข้อมือ"
"7257714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ข้อมือ"
"7257810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ข้อมือ"
"7257811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ข้อมือ"
"7257812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ข้อมือ"
"7257818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ข้อมือ"
"7257819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ข้อมือ"
"7257820","การประคบด้วยสมุนไพรที่ข้อมือ"
"7257821","การประคบความร้อนที่ข้อมือ"
"7257822","การประคบความเย็นที่ข้อมือ"
"726","FORCEPS-AFTERCOMING HEAD"
"7267700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่มือ"
"7267701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่มือ"
"7267713","การบริบาลหญิงหลังคลอดด้วยการนวดที่มือ"
"7267714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่มือ"
"7267810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่มือ"
"7267811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่มือ"
"7267812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่มือ"
"7267818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่มือ"
"7267819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่มือ"
"7267820","การประคบด้วยสมุนไพรที่มือ"
"7267821","การประคบความร้อนที่มือ"
"7267822","การประคบความเย็นที่มือ"
"7271","Vac ext w episiotomy"
"7279","Other vacuum extraction"
"728","INSTRUMENT DELIVERY NEC"
"729","INSTRUMENT DELIVERY NOS"
"7301","INDUCT LABOR-RUPT MEMB"
"7309","ARTIF RUPT MEMBRANES NEC"
"731","SURG INDUCT LABOR NEC"
"7321","Int & comb ext vers wo ext"
"7322","Int & comb ext vers w ext"
"733","Failed forceps"
"734","MEDICAL INDUCTION LABOR"
"7351","Manual rotation fetal head"
"7359","Oth manual assist delivery"
"736","EPISIOTOMY"
"738","Op on fetus fac delivery"
"7391","Ext version-assist deliv"
"7392","Replac prolaps umb cord"
"7393","INCIS CX TO ASSIST DELIV"
"7394","Pubiotomy to assist del"
"7399","Ops assisting deliv NEC"
"740","Classical c-section"
"741","Low cervical c-section"
"742","Extraperitoneal c-sect"
"743","Rem extratub ectop preg"
"744","Cesarean section NEC"
"7491","Hysterostomy to termin pg"
"7499","Cesarean section NOS"
"750","Intra-amnio inj abortion"
"751","Diag amniocentesis"
"752","Intrauterine transfusion"
"7531","Amnioscopy"
"7532","FETAL EKG"
"7533","Fetal blood sampling & Bx"
"7534","FETAL MONITORING NOS"
"7535","DX PROC FETUS/AMNION NEC"
"7536","Correction fetal defect"
"7537","Amnioinfusion"
"7538","Fetal pulse oximetry"
"754","Manual remove ret placenta"
"7550","Repair ob lac uterus NOS"
"7551","Repair ob lacerat cervix"
"7552","Repair ob lac corp uteri"
"7561","Repair ob lac blad/ureth"
"7562","Rep curr ob lac rect/anus"
"7569","Rep oth curr OB laceration"
"757","Man explor uter cav,PP"
"758","OB TAMPONADE UTERUS/VAG"
"7591","Evac OB incis hem perineum"
"7592","Evac oth hem vulva/vag"
"7593","Surg corr invert uterus"
"7594","Man replac inverted uterus"
"7599","Obstetric operation NEC"
"7601","Facial bone sequestrect"
"7609","Facial bone incision NEC"
"7611","Facial bone biopsy"
"7619","Facial bone dx proc NEC"
"762","Destruct facial bone les"
"7631","Partial mandibulectomy"
"7639","Part facial ostectom NEC"
"7641","Tot mandibulec w reconst"
"7642","Total mandibulectomy NEC"
"7643","Mandibular reconst NEC"
"7644","Tot face ostect w recons"
"7645","Tot face bone ostect NEC"
"7646","Facial bone reconstr NEC"
"765","Temporomand arthroplasty"
"7661","Cl osteoplasty mand rami"
"7662","Open osteoplas mand rami"
"7663","Osteoplasty mandible bdy"
"7664","Mand orthognathic op NEC"
"7665","Seg osteoplasty maxilla"
"7666","Tot osteoplasty maxilla"
"7667","Reduction genioplasty"
"7668","Augmentation genioplasty"
"7669","Facial bone repair NEC"
"7670","Reduction facial fx NOS"
"7671","CL REDUCT MALAR/ZYGO FX"
"7672","Opn reduct malar/zygo fx"
"7673","CL REDUCT MAXILLARY FX"
"7674","Open reduct maxillary fx"
"7675","CL REDUCT MANDIBLE FX"
"7676","Open reduct mandible fx"
"7677","open reduct alveolar fx"
"7678","CL REDUCT FACIAL FX NEC"
"7679","Open reduct face fx NEC"
"7691","Bone graft to face bone"
"7692","Syn implant to face bone"
"7693","CLOS REDUCT TM DISLOCAT"
"7694","Open reduct tm dislocat"
"7695","TM MANIPULATION NEC"
"7696","INJEC THERAP SBST TM JNT"
"7697","Remove int fix face bone"
"7699","Facial bone/jnt op NEC"
"7700","Sequestrectomy NOS"
"7701","Chest cage sequestrec"
"7702","Humerus sequestrectomy"
"7703","Radius & ulna sequestrec"
"7704","Metacarp/carp sequestrec"
"7705","Femoral sequestrectomy"
"7706","Patellar sequestrectomy"
"7707","Tibia/fibula sequestrec"
"7708","Metatar/tar sequestrec"
"7709","Sequestrectomy NEC"
"7710","Other bone incision NOS"
"7711","Other chest cage incis"
"7712","Other humerus incision"
"7713","Other radius/ulna incis"
"7714","Oth metacarp/carp incis"
"7715","Other femoral incision"
"7716","Other patellar incision"
"7717","Other tibia/fibula incis"
"7718","Oth metatars/tars incis"
"7719","Bone incis w/o div NEC"
"7720","Wedge osteotomy NOS"
"7721","Chest cage wedg osteotom"
"7722","Humerus wedge osteotomy"
"7723","Radius/uIna wedg osteoto"
"7724","Metacar/car wedg osteoto"
"7725","Femoral wedge osteotomy"
"7726","Patellar wedge osteotomy"
"7727","Tibia/fibul wedg osteot"
"7728","Metatar/tar wedg osteot"
"7729","Wedge osteotomy NEC"
"7730","Other bone division NOS"
"7731","Chest cage bone div NEC"
"7732","Humerus division NEC"
"7733","Radius/ulna division NEC"
"7734","Metacar/car division NEC"
"7735","Femoral division NEC"
"7736","Patellar division NEC"
"7737","Tibia/fibula div NEC"
"7738","Metatar/tar division NEC"
"7739","Bone division NEC"
"7740","Bone biopsy NOS"
"7741","Chest cage bone biopsy"
"7742","Humerus biopsy"
"7743","Radius & ulna biopsy"
"7744","Metacarpal/carpal biopsy"
"7745","Femoral biopsy"
"7746","Patellar biopsy"
"7747","Tibia & fibula biopsy"
"7748","Metatarsal/tarsal biopsy"
"7749","Bone biopsy NEC"
"7751","Bunionect/sft/osteotomy"
"7752","Bunionect/sft/arthrodes"
"7753","Oth bunionect w sft corr"
"7754","Exc correct bunionette"
"7756","Repair of hammer toe"
"7757","Repair of claw toe"
"7758","Oth exc, fus, repair toe"
"7759","Bunionectomy NEC"
"7760","Loc exc bone lesion NOS"
"7761","Exc chest cage bone les"
"7762","Loc exc bone les humerus"
"7763","Loc exc les radius/ulna"
"7764","Loc exc les metacar/car"
"7765","Loc exc bone les femur"
"7766","Loc exc bone les patella"
"7767","Loc exc les tibia/fibula"
"7768","Loc exc les metatar/tar"
"7769","Loc exc bone lesion NEC"
"7770","Excise bone for grft NOS"
"7771","Ex chest cage bone-gft"
"7772","Excise humerus for graft"
"7773","Excis radius/ulna-graft"
"7774","Excis metacar/car-graft"
"7775","Excise femur for graft"
"7776","Excise patella for graft"
"7777","Excise tib/fib for graft"
"7778","Excis metatar/tar-graft"
"7779","Excise bone for gft NEC"
"7780","Oth part ostectomy NOS"
"7781","Oth chest cage ostectomy"
"7782","Partial humerectomy NEC"
"7783","Part ostect-radius/ulna"
"7784","Part ostect-metacar/car"
"7785","Part ostectomy-femur"
"7786","Partial patellectomy"
"7787","Part ostect-tibia/fibula"
"7788","Part ostect-metatar/tar"
"7789","Partial ostectomy NEC"
"7790","Total ostectomy NOS"
"7791","Tot chest cage ostectomy"
"7792","Total ostectomy-humerus"
"7793","Tot ostect-radius/ulna"
"7794","Tot ostect-metacarp/carp"
"7795","Tot ostectomy-femur"
"7796","Total patellectomy"
"7797","Tot ostect-tibia/fibula"
"7798","Tot ostect-metatars/tars"
"7799","Total ostectomy NEC"
"7800","Bone graft NOS"
"7801","Bone graft to chest cage"
"7802","Bone graft to humerus"
"7803","Bone graft-radius/ulna"
"7804","Bone grft to metacar/car"
"7805","Bone graft to femur"
"7806","Bone graft to patella"
"7807","Bone graft-tibia/fibula"
"7808","Bone graft- metatar/tar"
"7809","Bone graft NEC"
"7810","Applic ext fix dev NOS"
"7811","Appl ext fix-chest cage"
"7812","Applic ext fix-humerus"
"7813","Appl ext fix-radius/ulna"
"7814","Appl ext fix-metacar/car"
"7815","Applic ext fix dev-femur"
"7816","Appl ext fix dev-patella"
"7817","Appl ext fix-tib/fibula"
"7818","Appl ext fix-metatar/tar"
"7819","Applic ext fix dev NEC"
"7820","Limb shorten proc NOS"
"7822","Limb short proc-humerus"
"7823","Limb shorten-radius/ulna"
"7824","Limb shorten-metacar/car"
"7825","Limb short proc-femur"
"7827","Limb shorten-tib/fibula"
"7828","Limb shorten-metatar/tar"
"7829","Limb shorten proc NEC"
"7830","Limb lengthen proc NOS"
"7832","Limb length proc-humerus"
"7833","Limb length-radius/uIna"
"7834","Limb length-metacar/car"
"7835","Limb length proc-femur"
"7837","Limb lengthen-tib/fibula"
"7838","Limb lengthn-metatar/tar"
"7839","Limb lengthen proc NEC"
"7840","Oth bone repair/plast op"
"7841","Oth chest cage rep/plast"
"7842","Oth humerus repair/plast"
"7843","Oth rad/uln repair/plast"
"7844","Oth metac/carp rep/plast"
"7845","Oth femur repair/plastic"
"7846","Oth patella repair/plast"
"7847","Oth tib/fib repair/plast"
"7848","Oth meta/tar repa/plast"
"7849","Oth bone repa/plast NEC"
"7850","Int fix w/o fx reduc NOS"
"7851","Int fixation-chest cage"
"7852","Int fixation-humerus"
"7853","Int fixation-radius/ulna"
"7854","Int fixation-metacar/car"
"7855","Internal fixation-femur"
"7856","Internal fix-patella"
"7857","Int fixation-tibia/fibul"
"7858","Int fixation-metatar/tar"
"7859","Int fix-no fx reduct NEC"
"7860","Remove imp device NOS"
"7861","Remov imp dev-chest cage"
"7862","Remove impi dev-humerus"
"7863","Remov imp dev-radius/uln"
"7864","Remov imp dev-metac/carp"
"7865","Remove imp device-femur"
"7866","Remov imp device-patella"
"7867","Remov imp dev-tib/fibula"
"7868","Remove imp dev-metat/tar"
"7869","Remove impi device NEC"
"7870","Osteoclasis NOS"
"7871","Osteoclasis-chest cage"
"7872","Osteoclasis-humerus"
"7873","Osteoclasis-radius/ulna"
"7874","Osteoclasis-metacar/car"
"7875","Osteoclasis-femur"
"7876","Osteoclasis-patella"
"7877","Osteoclasis-tibia/fibula"
"7878","Osteoclasis-metatar/tar"
"7879","Osteoclasis NEC"
"7880","Other bone dx proc NOS"
"7881","Oth dx proced-chest cage"
"7882","Oth dx proced-humerus"
"7883","Oth dx proc-radius/ulna"
"7884","Oth dx proc-metacar/car"
"7885","Oth dx proced-femur"
"7886","Oth dx proced-patella"
"7887","Oth dx proc-tibia/fibula"
"7888","Oth dx proc-metatar/tar"
"7889","Other bone dx proc NEC"
"7890","Insert bone stimul NOS"
"7891","Insert bone stimul-chest"
"7892","Insert bone stim-humerus"
"7893","Inser bone stim-rad/uIna"
"7894","Inser bone stim-meta/car"
"7895","Insert bone slim-femur"
"7896","Insert bone stim-patella"
"7897","Inser bone stim-tib/fib"
"7898","Inser bone stim-meta/tar"
"7899","Insert bone stimul NEC"
"7900","CLOSED FX REDUCTION NOS"
"7901","CLOSED FX REDUCT HUMERUS"
"7902","CL FX REDUC-RADIUS/ULNA"
"7903","CL FX REDUC-METACAR/CAR"
"7904","CL FX REDUC-FINGER"
"7905","CL FX REDUC-FEMUR"
"7906","CL FX REDUC-TIBIA/FIBULA"
"7907","CL FX REDUC-METATAR/TAR"
"7908","CL FX REDUC-TOE"
"7909","CLOSED FX REDUCTION NEC"
"7910","Cl fx reduc-int fix NOS"
"7911","Clos red-int fix humerus"
"7912","Cl red-int fix rad/ulna"
"7913","Cl red-int fix metac/car"
"7914","Close red-int fix finger"
"7915","Closed red-int fix femur"
"7916","Cl red-int fix tib/fibu"
"7917","Cl red-int fix metat/tar"
"7918","Close red-int fix toe fx"
"7919","Cl fx reduc-int fix NEC"
"7920","Open fx reduction NOS"
"7921","Open reduc-humerus fx"
"7922","Open reduc-radius/uln fx"
"7923","Open reduc-metac/car fx"
"7924","Open reduction-finger fx"
"7925","Open reduction-femur fx"
"7926","Open recluc-tibia/fib fx"
"7927","Open reduc-metat/tars fx"
"7928","Open reduction-toe fx"
"7929","Open fx reduction NEC"
"7930","Opn fx red w int fix NOS"
"7931","Open red-int fix humerus"
"7932","Op red-int fix rad/ulna"
"7933","Op red-int fix metac/car"
"7934","Open red-int fix finger"
"7935","Open reduc-int fix femur"
"7936","Op red-int fix tib/fibul"
"7937","Op red-int fix metat/tar"
"7938","Open reduct-int fix toe"
"7939","Opn fx red w int fix NEC"
"7940","Cls reduc-sep epiphy NOS"
"7941","Close red-humerus epiphy"
"7942","Cls red-radius/ul epiphy"
"7945","Close reduc-femur epiphy"
"7946","Cls red-tibia/fib epiphy"
"7949","Cls reduc-sep epiphy NEC"
"7950","Open red-sep epiphy NOS"
"7951","Opn red-sep epiphy-humer"
"7952","Op red-radius/uln epiphy"
"7955","Opn red-sep epiphy-femur"
"7956","Op red-tibia/fib epiphys"
"7959","Open red-sep epiphy NEC"
"7960","Open fx site debride NOS"
"7961","Debrid open fx-humerus"
"7962","Debrid open fx-radius/uln"
"7963","Debrid opn fx-metac/car"
"7964","Debrid opn fx-finger"
"7965","Debrid opn fx-temur"
"7966","Debrid opn fx-tibia/fib"
"7967","Debrid opn fx-metat/tar"
"7968","Debrid opn fx-toe"
"7969","Open fx site debride NEC"
"7970","CL REDUC DISLOC NOS"
"7971","CL REDUC DISLOC-SHOULDER"
"7972","CL REDUC DISLOC-ELBOW"
"7973","CL REDUC DISLOC-WRIST"
"7974","CL REDUC DISLOC-HAND/FNG"
"7975","CL REDUC DISLOC-HIP"
"7976","CL REDUC DISLOC-KNEE"
"7977","CL REDUC DISLOC-ANKLE"
"7978","CL REDUC DISLOC-FOOT/TOE"
"7979","CL REDUC DISLOCATION NEC"
"7980","Open reduc-dislocat NOS"
"7981","Opn reduc disloc-shouldr"
"7982","Open reduc-elbow disloc"
"7983","Open reduc-wrist disloc"
"7984","Opn reduc disloc-hand"
"7985","Open reduc-hip dislocat"
"7986","Open reduc-knee dislocat"
"7987","Open reduc-ankle disloc"
"7988","Opn reduc disloc-ft/toe"
